Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Influence
dukelover,3.79864,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.78706,20.00000,20.00000,2.76528,3.01905,20.00000,4.63006,20.00000,20.00000,5280,0,0,0,7213,0,0,0,5062,0,0,10388,5323,0,31567,287,0,21.77424
ID:76561198025025727,20.00000,4.00978,5.71770,2.19761,3.56352,5.82260,20.00000,7.24167,20.00000,20.00000,20.00000,2.63700,3.81837,20.00000,20.00000,20.00000,20.00000,0,9647,643,0,3452,2880,277,0,617,0,0,0,4255,0,0,0,0,21.77379
ID:76561198963765073,20.00000,2.75062,20.00000,3.05919,20.00000,20.00000,20.00000,5.84694,20.00000,2.55835,3.70994,2.62820,20.00000,20.00000,20.00000,20.00000,20.00000,0,18057,0,17166,0,0,397,2020,0,4193,5449,8205,0,0,0,3210,134,21.77123
ID:76561198031879050,4.72302,20.00000,5.73292,2.61335,8.34989,9.40156,4.06398,7.20790,20.00000,20.00000,4.34459,4.28223,20.00000,20.00000,20.00000,20.00000,20.00000,2718,0,1637,0,0,756,463,0,0,0,4702,0,878,0,0,3973,0,21.76602
ID:76561198278739943,20.00000,9.19121,20.00000,2.74007,6.90560,7.61654,5.05116,7.40613,5.16954,5.73900,3.99428,2.51624,20.00000,20.00000,20.00000,20.00000,20.00000,1135,0,0,0,4053,3709,0,2476,2694,0,5149,12219,1013,0,0,0,0,21.76516
ID:76561198160133927,4.68625,11.87846,6.59462,20.00000,8.41508,5.16848,6.10029,6.35756,5.75056,5.49421,5.09018,20.00000,3.34932,20.00000,20.00000,20.00000,20.00000,4297,0,2399,0,4172,1314,388,3376,3045,0,4299,0,4116,0,1603,0,0,21.75636
ID:76561198227358168,20.00000,4.44569,20.00000,2.95001,20.00000,5.66794,4.45635,4.59158,3.26082,20.00000,20.00000,2.27112,2.86921,20.00000,20.00000,20.00000,20.00000,0,0,326,0,0,1272,565,2738,1609,0,0,0,4262,0,0,0,0,21.74380
ID:76561198963485352,20.00000,10.28187,11.57720,2.97818,20.00000,11.83122,4.10059,9.63873,6.63145,20.00000,6.70871,3.40842,20.00000,20.00000,20.00000,20.00000,20.00000,613,6873,2751,0,0,3115,0,2459,1705,0,5481,8431,1353,0,11194,2269,6,21.73783
ID:76561198825351015,20.00000,10.37450,20.00000,4.51110,20.00000,5.77329,6.70830,6.19149,20.00000,20.00000,3.67816,2.87034,3.07041,20.00000,20.00000,20.00000,20.00000,657,0,0,7922,0,999,396,2802,832,4386,7129,0,5625,0,0,0,0,21.72027
ID:76561198271802690,20.00000,11.31607,7.10822,20.00000,7.52172,20.00000,8.40894,20.00000,6.01401,20.00000,5.97975,2.59880,3.68358,20.00000,20.00000,20.00000,20.00000,0,6431,611,0,3629,4103,920,2386,3952,5036,5092,8236,5059,0,0,0,0,21.71451
ID:76561198205496940,20.00000,11.66777,10.25761,3.05476,20.00000,10.87558,5.20537,8.28822,7.10529,20.00000,20.00000,2.77714,20.00000,20.00000,20.00000,20.00000,20.00000,0,5475,2586,0,4822,1968,560,3268,4613,6050,2789,8008,0,0,14282,180,0,21.71094
ID:76561198207402176,20.00000,20.00000,4.18123,2.13533,5.34242,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.64867,2.08484,20.00000,20.00000,20.00000,20.00000,800,0,3303,0,4128,438,0,0,587,0,2224,0,6779,4,0,77,0,21.70775
ID:76561198169851837,20.00000,11.13226,7.22102,3.35919,20.00000,6.69670,5.05371,5.65235,20.00000,5.05710,20.00000,2.54024,3.98220,20.00000,20.00000,20.00000,20.00000,1803,0,2176,0,0,1401,0,2082,1496,0,6221,8841,4425,0,10547,3128,0,21.70638
ID:76561198008754466,20.00000,20.00000,20.00000,20.00000,7.58935,6.17801,20.00000,6.27322,4.42938,4.21791,4.07725,20.00000,3.43354,20.00000,20.00000,20.00000,20.00000,0,0,209,14030,6075,3916,0,2864,3556,4983,5297,14459,3308,0,0,0,0,21.70140
ID:76561198258978541,20.00000,20.00000,20.00000,3.04838,20.00000,11.65428,5.25930,8.07137,6.99643,20.00000,5.62727,20.00000,4.69335,20.00000,20.00000,20.00000,20.00000,1337,8679,467,0,0,2228,435,4303,3386,0,8127,8269,6449,0,0,575,0,21.70055
ID:76561198276927770,4.34582,20.00000,8.92555,4.18097,7.41642,20.00000,4.46692,6.48090,20.00000,5.32833,4.10874,5.28393,3.01159,20.00000,20.00000,20.00000,20.00000,4256,0,1490,0,3615,0,688,2601,0,0,5791,0,5074,0,9941,4260,0,21.69846
ID:76561198062616342,6.49789,20.00000,20.00000,20.00000,20.00000,8.57366,5.35666,9.17581,7.34734,20.00000,5.79879,5.40319,3.13057,20.00000,20.00000,20.00000,20.00000,6348,0,0,8149,5402,2608,631,5021,3738,0,5496,7298,4908,0,0,247,3584,21.68601
ID:76561198220713656,20.00000,6.77639,20.00000,2.60845,5.35292,20.00000,5.35321,5.44659,20.00000,4.91818,2.87394,4.38224,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,9631,6131,1352,358,0,0,0,5646,0,0,0,0,119,0,21.68263
ladyljl401,20.00000,2.44237,20.00000,1.90461,2.86648,20.00000,20.00000,20.00000,20.00000,2.13290,20.00000,2.33736,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,226,6630,0,1392,287,0,1307,0,0,0,688,0,0,0,0,21.68112
ID:76561197986615887,3.43019,20.00000,20.00000,2.78976,7.78044,9.37066,3.40939,8.90400,20.00000,5.06403,20.00000,20.00000,4.37618,20.00000,20.00000,20.00000,20.00000,5289,0,787,6901,3759,2519,442,3292,2146,0,3552,9607,4818,0,0,158,155,21.67097
ID:76561198030327281,3.85015,9.80650,4.66901,20.00000,7.97109,20.00000,20.00000,20.00000,6.87721,5.23247,20.00000,2.82003,3.95711,20.00000,20.00000,20.00000,20.00000,4735,0,3451,16023,0,0,0,0,3235,4476,1092,17022,4571,0,5988,3946,0,21.63178
ID:76561198006516960,20.00000,6.45956,20.00000,2.00786,3.04688,5.53419,3.47802,3.85635,20.00000,20.00000,3.49199,4.06785,20.00000,20.00000,20.00000,20.00000,20.00000,775,0,0,0,0,1243,0,0,0,0,3735,0,0,0,3136,0,399,21.61513
ID:76561198170354290,20.00000,20.00000,3.79571,2.82280,4.81100,7.95579,20.00000,6.93036,5.38019,20.00000,4.52748,2.72400,2.80572,20.00000,20.00000,20.00000,20.00000,0,0,796,0,3792,2577,0,0,2366,0,4796,0,4388,0,0,0,0,21.57384
ID:76561198078912924,4.02204,9.27575,6.19595,20.00000,6.02339,20.00000,20.00000,5.48105,4.18715,20.00000,20.00000,4.39239,3.09035,20.00000,3.36092,20.00000,20.00000,3997,0,2126,0,3662,0,0,0,2732,0,0,8616,3568,0,10682,3818,0,21.56588
ID:76561198206525797,20.00000,11.57659,10.84773,20.00000,8.88355,6.01025,20.00000,7.77041,4.66517,20.00000,5.55321,2.89193,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1088,0,5737,2524,0,0,3647,0,7751,0,3136,2,0,3458,0,21.55337
ID:76561198282539729,6.35949,4.47980,9.34353,20.00000,7.22005,11.37173,20.00000,20.00000,6.27188,6.08809,5.15761,2.80017,3.76900,20.00000,20.00000,20.00000,20.00000,5160,0,2041,0,5310,3081,0,0,3242,0,5927,10544,4842,0,0,221,0,21.54881
ID:76561198057764083,5.95742,20.00000,8.34434,20.00000,8.62055,20.00000,20.00000,20.00000,6.76548,20.00000,6.19771,2.65204,3.12413,20.00000,4.61666,20.00000,20.00000,4691,0,952,9312,3525,1055,0,0,3199,4946,5131,10271,2747,0,15848,5894,0,21.52358
ID:76561198366595544,20.00000,4.35120,20.00000,20.00000,7.73058,20.00000,20.00000,5.13241,4.11977,3.13606,20.00000,2.56395,3.15588,20.00000,20.00000,20.00000,20.00000,1571,0,0,8440,8113,0,0,3120,3433,0,0,10708,6520,0,0,0,0,21.51842
pether nortal,20.00000,20.00000,7.83657,2.82558,8.46006,6.98827,5.60066,9.06448,20.00000,20.00000,20.00000,3.23812,20.00000,20.00000,20.00000,20.00000,20.00000,0,6822,1811,0,6625,2240,457,2165,743,0,1702,0,0,0,0,5673,154,21.51690
ID:76561198838113805,20.00000,20.00000,8.11443,20.00000,20.00000,11.62337,4.45830,9.43305,7.06552,20.00000,6.50826,20.00000,4.50400,20.00000,20.00000,20.00000,20.00000,855,0,2002,7373,4946,3555,314,3718,4081,0,5857,9467,7380,0,11341,5321,0,21.50356
ID:76561198040557244,4.66791,4.42128,6.09638,2.16436,20.00000,5.44057,5.16322,8.17233,20.00000,20.00000,4.82908,20.00000,3.01967,20.00000,20.00000,20.00000,20.00000,3365,0,2373,0,0,1619,0,2914,1142,0,5043,0,3036,0,0,390,0,21.49993
Mutlos,20.00000,20.00000,20.00000,3.06904,20.00000,20.00000,5.85209,9.65583,20.00000,3.65960,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6583,0,18177,0,2112,741,4020,0,8011,3645,13316,954,0,0,0,0,21.49340
ID:76561198054156766,20.00000,20.00000,8.96829,2.61589,7.68604,4.50038,4.65009,6.18947,20.00000,3.77127,20.00000,2.81755,2.98837,20.00000,20.00000,20.00000,20.00000,635,0,3119,0,0,2872,316,3175,822,0,0,0,5438,0,0,373,324,21.48956
ID:76561198052921972,20.00000,20.00000,20.00000,2.97190,5.18721,20.00000,4.01905,20.00000,20.00000,5.90205,3.00238,2.85559,2.94788,20.00000,20.00000,20.00000,20.00000,1657,7104,219,0,0,345,492,0,0,4163,4258,8773,5743,0,0,0,0,21.48216
ID:76561198050606250,4.16725,20.00000,6.68661,4.19627,20.00000,5.80679,4.99880,20.00000,20.00000,20.00000,3.41109,4.74614,3.28117,20.00000,20.00000,20.00000,20.00000,4638,0,3281,0,0,2489,466,0,2454,0,5836,0,4171,0,0,7672,0,21.48178
ID:76561198048626359,4.73786,4.84605,8.89535,4.06846,20.00000,6.96293,3.67019,4.64428,20.00000,20.00000,4.05246,20.00000,3.45685,20.00000,20.00000,20.00000,20.00000,4662,0,1502,0,0,1698,402,2199,686,0,5345,0,4255,0,0,0,0,21.48127
ID:76561198251770920,5.13550,20.00000,20.00000,2.91192,4.35949,11.53006,5.60156,7.80285,8.42240,20.00000,5.99798,2.70530,3.15646,20.00000,20.00000,20.00000,20.00000,3809,0,0,0,5131,1410,0,1907,1325,0,4317,10951,5121,0,0,0,0,21.45812
ID:76561198143091339,4.62502,9.51824,5.60703,4.27797,6.51217,20.00000,4.61971,6.29009,20.00000,5.64838,4.77758,20.00000,4.22305,20.00000,20.00000,20.00000,20.00000,3371,0,2296,0,3839,557,416,2859,1339,0,6886,0,3399,0,0,0,0,21.43393
ID:76561198116399814,20.00000,20.00000,20.00000,1.78599,2.72774,20.00000,20.00000,20.00000,3.49127,20.00000,20.00000,2.25945,2.54133,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4856,0,0,0,3122,0,0,16029,2625,0,2049,0,0,21.42433
ID:76561198021001217,20.00000,9.59811,7.58742,3.03205,20.00000,11.41446,5.13246,7.28630,4.79248,20.00000,5.21597,2.66723,3.67231,20.00000,20.00000,20.00000,20.00000,2133,0,775,0,3492,3094,0,1984,2357,0,4577,7203,2907,0,0,0,0,21.41683
ID:76561198347597889,4.25104,20.00000,20.00000,4.63731,6.92715,20.00000,20.00000,20.00000,5.78309,4.08259,20.00000,2.80737,3.44211,20.00000,3.63035,20.00000,20.00000,4138,0,0,0,0,0,0,0,4164,0,0,0,5244,0,18712,73,0,21.41408
ID:76561198315921384,20.00000,20.00000,6.92386,4.10545,6.42543,20.00000,6.46205,5.91949,5.72812,20.00000,3.76119,2.87355,3.40677,20.00000,20.00000,20.00000,20.00000,794,0,1574,0,0,0,482,2117,3360,0,4922,0,3670,134,0,429,48,21.41354
DeadBoy,20.00000,20.00000,2.12564,2.38455,6.43429,8.40462,20.00000,4.67205,20.00000,4.43274,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3381,0,5065,6597,0,3245,0,2399,0,0,1341,0,0,0,0,423,0,21.40136
ID:76561198126479036,4.66819,20.00000,5.76501,20.00000,5.03901,20.00000,5.88261,7.14048,20.00000,20.00000,5.36668,20.00000,20.00000,20.00000,20.00000,4.12268,20.00000,4674,0,2842,0,0,0,544,1937,0,0,5053,0,990,379,2228,24054,0,21.40048
critttler,20.00000,20.00000,20.00000,2.14909,6.90699,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.48884,1.57943,20.00000,20.00000,20.00000,20.00000,1757,18509,0,0,0,551,0,0,0,0,0,0,11879,0,0,0,0,21.36631
ID:76561198154329655,3.81919,20.00000,5.75204,20.00000,20.00000,6.11218,4.15047,4.46028,20.00000,3.23485,3.28846,20.00000,3.77579,20.00000,20.00000,20.00000,20.00000,5216,0,2949,0,0,2966,404,3534,0,0,5955,0,4027,0,0,9192,0,21.36360
ID:76561198090722325,20.00000,20.00000,6.85982,2.89023,4.37437,5.11468,5.45222,5.07175,20.00000,5.60529,20.00000,2.64256,20.00000,20.00000,20.00000,20.00000,20.00000,0,7138,2092,0,3453,2565,391,1913,0,0,1092,11725,1362,0,2286,611,0,21.36082
ID:76561198065978315,4.28816,20.00000,7.64770,4.06808,7.95143,20.00000,20.00000,7.35943,20.00000,4.65403,5.08358,2.80557,3.10451,20.00000,20.00000,20.00000,20.00000,4111,0,1482,0,3783,2726,0,2378,0,0,5994,10165,5235,0,12239,2560,0,21.35981
ID:76561197992702037,5.91729,20.00000,9.31100,3.05943,20.00000,10.68360,5.62879,7.79546,8.23838,20.00000,5.41781,2.84139,5.02326,20.00000,20.00000,20.00000,20.00000,4714,0,742,0,0,645,381,3975,2918,0,5339,7035,4792,0,12548,0,0,21.33810
ID:76561198027499481,20.00000,7.82155,20.00000,20.00000,7.66753,5.77604,4.64791,5.41569,3.89013,4.57888,20.00000,2.74363,3.09301,20.00000,20.00000,20.00000,20.00000,1072,5589,294,0,0,2228,0,2311,2391,0,1141,0,4341,0,12146,9989,0,21.32003
adia,20.00000,20.00000,20.00000,1.70305,20.00000,20.00000,1.43527,20.00000,20.00000,20.00000,20.00000,20.00000,1.81176,20.00000,20.00000,20.00000,20.00000,0,0,0,6368,0,0,0,0,0,0,0,0,7001,0,0,0,0,21.31891
ID:76561198235202056,20.00000,20.00000,10.55326,3.06983,20.00000,10.65356,5.03863,8.22886,5.87572,20.00000,5.46520,2.84072,3.03658,20.00000,20.00000,20.00000,20.00000,888,7659,1814,0,3528,2179,0,2060,2403,4453,4285,0,3461,0,0,74,0,21.31558
ID:76561198067636104,4.55725,20.00000,5.38181,2.84991,5.37144,20.00000,5.81631,9.49971,20.00000,3.36783,5.17358,3.12773,20.00000,20.00000,20.00000,20.00000,20.00000,2859,0,2976,6700,0,405,516,3624,0,4128,5156,10558,0,0,0,0,0,21.30652
ID:76561198130913614,20.00000,4.84120,20.00000,2.62186,7.45061,20.00000,4.94232,6.10663,20.00000,3.28264,20.00000,2.44900,20.00000,20.00000,20.00000,20.00000,20.00000,1504,0,285,9528,3581,0,329,3577,0,6584,0,11507,3533,0,0,81,0,21.29338
ID:76561198054297736,20.00000,5.22497,6.09218,2.98627,5.94327,7.02616,4.14236,6.30933,20.00000,5.26896,20.00000,2.58901,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1768,0,3986,886,368,1934,553,0,2834,0,1836,0,0,0,0,21.26789
doonboggle,20.00000,2.84852,20.00000,1.59373,2.45753,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.13243,2.34266,20.00000,20.00000,20.00000,20.00000,0,0,458,9818,3836,0,0,0,0,0,0,0,2142,0,6468,0,0,21.26352
Herper,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,9852,0,21807,0,2035,538,0,0,18112,0,20258,0,0,43925,0,0,21.25533
ID:76561198150770700,5.06877,9.90312,20.00000,2.57966,8.33625,10.31804,6.37534,7.77496,20.00000,20.00000,20.00000,20.00000,3.74352,20.00000,20.00000,20.00000,20.00000,5724,0,0,8140,4548,3970,324,0,844,0,1006,7930,6261,0,0,199,0,21.23674
ID:76561198094960476,5.74460,20.00000,7.18931,2.64561,6.52998,7.93912,4.63449,20.00000,5.55701,20.00000,20.00000,2.57349,20.00000,20.00000,20.00000,20.00000,20.00000,4159,0,1764,9770,0,995,280,0,3753,0,3379,12478,0,0,0,0,0,21.20202
ID:76561198193795058,20.00000,20.00000,20.00000,2.83440,3.14063,2.09092,3.56263,2.83673,20.00000,2.50502,20.00000,2.63157,20.00000,20.00000,20.00000,20.00000,20.00000,0,9683,0,0,0,716,0,1839,0,0,0,0,0,0,0,0,0,21.19823
ID:76561198003517190,5.44071,6.62703,10.49931,4.42662,8.34715,20.00000,20.00000,5.55574,7.63680,20.00000,20.00000,20.00000,5.10069,20.00000,20.00000,20.00000,20.00000,4698,0,2979,0,4878,0,0,2330,2465,0,2740,0,2634,0,7988,7813,432,21.19629
ID:76561198143672247,20.00000,20.00000,20.00000,3.05212,7.99487,6.46724,4.10209,7.40131,6.08313,5.54232,3.95899,2.83635,3.47789,20.00000,20.00000,20.00000,20.00000,0,0,1063,0,0,1486,0,2045,3853,0,5766,0,3362,0,5296,0,596,21.18972
ID:76561198063054945,4.48917,20.00000,7.00620,2.72481,8.37666,20.00000,6.01155,6.97208,20.00000,20.00000,4.53230,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4824,8830,2275,16622,5512,1204,341,3397,0,5497,5313,12710,0,0,0,0,0,21.17310
ID:76561198047731973,4.90833,20.00000,8.10897,20.00000,7.50714,10.21355,5.38816,8.22706,5.04002,20.00000,4.90066,20.00000,2.70028,20.00000,20.00000,20.00000,20.00000,2345,7317,2044,0,4163,1831,623,3218,2903,0,4580,9322,2465,0,0,2655,0,21.17102
ID:76561198093225062,20.00000,7.08939,20.00000,3.91827,6.54302,20.00000,20.00000,6.47321,4.81121,20.00000,20.00000,2.53712,2.96435,20.00000,20.00000,20.00000,20.00000,0,0,220,0,5510,0,0,2206,2385,0,0,12377,4083,2,0,0,165,21.16935
ID:76561198369804728,20.00000,10.54682,20.00000,2.57691,6.23115,5.74739,5.44772,5.28493,20.00000,4.31465,20.00000,4.72182,3.45303,20.00000,20.00000,20.00000,20.00000,0,0,711,0,0,2515,277,3062,1465,0,2157,7769,4520,0,4074,487,0,21.16875
ID:76561198017357351,20.00000,8.44816,6.28487,3.19727,8.94327,11.33440,6.33498,20.00000,20.00000,20.00000,3.91259,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,911,0,678,20933,0,2984,383,0,2473,0,4348,9900,721,0,2070,118,0,21.16367
ID:76561198872042376,20.00000,20.00000,20.00000,2.91398,20.00000,10.14834,3.98702,8.08877,5.58655,20.00000,5.07174,2.78697,2.91511,20.00000,20.00000,20.00000,20.00000,0,0,239,0,5597,3467,451,0,4600,5074,5102,8419,3560,0,2284,0,0,21.14876
ID:76561198147958743,4.59368,4.40027,7.42568,3.08005,8.87037,20.00000,6.28548,9.32834,20.00000,20.00000,5.45993,5.42487,3.84909,20.00000,20.00000,20.00000,20.00000,4546,0,1711,0,0,575,511,3732,796,0,1148,11480,4711,0,0,2860,0,21.14608
ririmica,20.00000,4.56094,20.00000,2.06341,3.19383,20.00000,1.55716,20.00000,20.00000,2.02596,20.00000,3.64388,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,339,0,0,0,355,0,0,0,0,0,0,0,0,0,0,21.14343
ID:76561198862622663,3.89553,7.46143,20.00000,2.98024,8.82498,20.00000,7.00338,6.45282,20.00000,5.63485,4.65116,4.99107,20.00000,20.00000,20.00000,20.00000,20.00000,5462,6823,0,9490,3581,0,531,2679,0,5810,4747,9829,740,0,0,0,0,21.13590
ID:76561198022990852,6.16431,20.00000,20.00000,2.55986,5.12431,20.00000,2.93002,20.00000,6.78258,3.15846,20.00000,2.53539,2.83862,20.00000,20.00000,20.00000,20.00000,4812,0,1270,0,0,0,0,0,1990,0,3741,0,3639,0,0,3838,0,21.12956
ID:76561198155504732,4.23378,20.00000,9.05746,4.05401,20.00000,7.48279,6.77003,20.00000,20.00000,20.00000,6.49861,20.00000,3.92830,20.00000,20.00000,20.00000,20.00000,5105,0,1140,0,0,2298,397,0,2666,0,4787,0,4658,0,12480,0,0,21.12772
ID:76561198297841177,20.00000,20.00000,8.59331,20.00000,8.90002,20.00000,20.00000,5.92638,5.65768,20.00000,5.50714,20.00000,3.60948,20.00000,20.00000,20.00000,20.00000,798,0,965,16172,6949,784,0,2189,2281,10155,5748,15274,7661,0,0,0,0,21.12375
ID:76561198825601007,20.00000,4.39151,20.00000,2.57400,20.00000,20.00000,7.46197,8.83665,20.00000,2.06656,20.00000,2.70823,2.50346,20.00000,20.00000,20.00000,20.00000,1204,0,0,7037,3720,2948,537,0,1098,0,2062,11749,3090,0,0,0,0,21.12035
ID:76561198969174433,20.00000,20.00000,9.57551,20.00000,20.00000,11.94850,7.52258,9.60416,7.14487,20.00000,6.61772,20.00000,4.31753,20.00000,20.00000,20.00000,20.00000,3596,5548,2784,0,7126,4058,461,4654,4750,6714,7053,0,5860,0,0,0,0,21.11237
ID:76561198040854536,4.36443,10.00519,6.85944,2.75764,6.24937,20.00000,20.00000,6.20117,20.00000,4.85481,4.71705,2.69123,3.81762,20.00000,20.00000,20.00000,20.00000,3485,0,2483,0,0,530,0,3161,0,0,4788,0,3878,0,0,0,0,21.10288
ID:76561198107905741,6.89934,20.00000,7.44185,20.00000,20.00000,20.00000,20.00000,20.00000,5.96802,20.00000,20.00000,2.84432,4.18789,20.00000,5.35516,20.00000,20.00000,2732,0,1974,0,5682,0,0,0,4887,5498,0,13676,6403,138,15609,0,4839,21.10192
ID:76561198052710821,4.51512,10.59411,5.94598,2.97670,20.00000,20.00000,4.70080,20.00000,20.00000,4.47173,3.74284,4.35166,2.58196,20.00000,20.00000,20.00000,20.00000,3686,0,1756,0,0,0,488,2606,0,0,5755,0,4306,0,10689,6097,0,21.08307
ID:76561198098734355,20.00000,8.99490,4.22791,2.96919,3.54417,20.00000,2.26223,4.73083,20.00000,3.46765,20.00000,3.50660,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,2477,0,3533,364,290,2450,0,0,0,0,2601,0,0,0,0,21.07679
ID:76561197989465672,20.00000,4.19912,20.00000,2.68160,7.51048,4.61027,20.00000,5.76877,20.00000,2.59887,20.00000,2.96119,20.00000,20.00000,20.00000,20.00000,20.00000,1364,0,1029,0,0,2302,0,3627,1352,0,2118,9462,2716,0,10889,383,0,21.07441
ID:76561197995139770,5.61467,9.18908,5.93483,20.00000,8.13138,7.19928,20.00000,20.00000,5.15160,20.00000,5.12603,5.42468,3.49791,20.00000,20.00000,20.00000,20.00000,5275,0,1918,0,4381,3539,0,0,3910,0,5245,0,5642,0,9556,79,424,21.05764
olgamichalowsk,6.05507,20.00000,20.00000,3.04859,20.00000,12.53592,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.96084,20.00000,20.00000,20.00000,20.00000,4840,5991,0,0,7308,3583,292,4585,1278,0,1941,9666,5854,0,0,0,0,21.05018
ID:76561198100887989,3.78269,10.85745,6.90607,20.00000,20.00000,7.31702,4.42927,8.38001,5.46129,20.00000,3.68246,20.00000,3.87627,20.00000,20.00000,20.00000,20.00000,3945,0,894,0,0,3086,0,2867,3187,0,5384,15232,4110,0,0,0,0,21.03638
ID:76561198807322682,11.63809,20.00000,20.00000,20.00000,5.05394,20.00000,20.00000,20.00000,3.10747,20.00000,5.29889,2.28850,2.71457,20.00000,4.71522,20.00000,20.00000,2851,0,0,0,0,0,0,3047,2743,0,3865,0,2797,0,10433,555,21991,21.02846
ID:76561198202713148,20.00000,20.00000,8.14432,3.05991,8.35382,7.06292,4.47630,7.29541,5.70279,20.00000,6.04438,2.85424,3.08702,20.00000,20.00000,20.00000,20.00000,0,0,1235,0,0,1884,440,2194,2155,0,3467,11167,4032,0,0,0,192,21.01785
ID:76561198169705841,20.00000,20.00000,20.00000,2.78358,20.00000,4.71995,5.30461,6.11053,5.49378,20.00000,4.52944,20.00000,3.02864,20.00000,20.00000,20.00000,20.00000,1580,0,216,0,6245,2594,549,3299,3686,4791,4179,9198,4739,0,0,0,0,21.00527
ID:76561198331139564,20.00000,20.00000,7.95018,2.69159,8.74650,7.35332,4.26898,7.90324,6.16823,20.00000,5.47445,20.00000,3.77904,20.00000,20.00000,20.00000,20.00000,0,6215,1646,0,0,2298,562,2768,4644,0,4999,8616,4049,0,0,0,0,21.00432
ID:76561198169427898,20.00000,20.00000,20.00000,2.92211,8.69759,6.90439,4.63224,8.23532,7.05832,20.00000,20.00000,2.79960,4.45347,20.00000,20.00000,20.00000,20.00000,1461,0,789,8224,4824,2059,321,2612,2870,0,4898,12815,1724,0,2213,3069,0,21.00126
ID:76561198157384975,20.00000,20.00000,20.00000,2.67484,4.26982,5.38514,4.79350,7.93544,4.61781,4.26889,20.00000,4.07296,3.32175,20.00000,20.00000,20.00000,20.00000,0,0,539,0,4050,1983,348,3049,2319,0,1989,9086,2808,0,0,0,0,20.98916
cinnamon cat,20.00000,20.00000,20.00000,2.88992,20.00000,20.00000,20.00000,9.30929,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7294,0,23517,5546,0,506,2464,0,10098,3785,24581,0,0,0,0,0,20.97177
ID:76561198089992597,20.00000,4.41558,7.34798,2.57142,20.00000,6.80817,20.00000,8.08150,20.00000,20.00000,4.74459,2.55987,20.00000,20.00000,20.00000,20.00000,20.00000,768,10134,3497,0,3984,2016,0,0,0,0,5456,0,1044,0,2630,379,0,20.95931
ID:76561198810819041,4.27255,20.00000,7.54543,20.00000,6.75193,20.00000,20.00000,20.00000,5.28564,20.00000,4.52519,2.71835,3.31859,20.00000,3.63422,20.00000,20.00000,4932,0,2343,0,0,0,0,0,3671,4187,5792,0,3491,0,15557,11413,361,20.95197
ID:76561198089677088,3.02304,9.61240,20.00000,3.62231,8.06897,6.00571,3.41397,7.54228,20.00000,5.26856,20.00000,4.89000,20.00000,20.00000,20.00000,20.00000,20.00000,4149,7769,1848,0,5606,2838,0,3612,0,4855,4786,0,758,0,0,0,0,20.95009
ID:76561198133722116,20.00000,20.00000,10.41716,2.86899,20.00000,9.12345,6.24580,9.63606,7.29913,20.00000,5.73447,2.77290,5.42808,20.00000,20.00000,20.00000,20.00000,1079,0,709,0,5259,2827,334,3488,2502,4696,4905,8267,4014,0,0,0,0,20.94753
ID:76561197997505106,20.00000,20.00000,12.51460,3.01688,20.00000,11.91959,6.75765,20.00000,20.00000,20.00000,7.99632,20.00000,4.31691,20.00000,20.00000,20.00000,20.00000,633,0,1701,23527,0,716,469,0,3374,6917,3135,8439,3701,0,0,3598,0,20.93008
