Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
theM1ckster,0,245,1084,1015,696,641,324,709,540,1284,591,1285,0,0,0,0,0,0,52,0,311,0,0,0,0,0,0,0,636,0,0,0,263,0,968,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,48,68,0,0,0,131,0,24,0,35,42,0,0,0,244,0,248,0,0,0,0,0,0,0,0,0,0,1611,106,693,1137,2007,410,2762,322,195,2606,485,1992,1500,0,1172,1463,0,428,657,0,340,0,0,0,0,0,1221,0,3965,0,0,701,280,0,743,0,0,0,0,0,0,0,279,0,0,0,1230,0,0,0,0,0,0,0,0,173,0,0,0,178,1647,67,1788,0,149,239,277,6,0,41,661,669,0,0,176,118,63,0,0,0,0,0,0,174,572,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0
Period Period,155,758,949,329,615,1531,398,1066,747,745,991,729,748,0,258,196,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,729,0,1345,2545,0,2775,2942,2739,1080,0,1246,3466,2725,528,530,276,0,207,0,0,0,0,0,0,0,0,0,0,2990,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0
3Face,364,588,157,3845,1639,438,507,1271,372,749,274,903,1177,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,313,4948,199,0,3165,295,306,2494,112,0,507,0,818,0,357,302,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,900,0,0,0,0,0,3159,0,0,297,0,0,0,0,0,0,0,0,1985,0,3517,0,0,304,0,0,171,0,621,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0
Chipapa,1352,1273,939,1842,687,1424,1555,1147,699,809,1454,1929,550,0,547,0,0,0,0,0,723,0,0,0,0,0,0,0,1447,0,0,0,250,0,0,52,0,64,0,0,0,0,0,0,0,0,483,0,648,0,0,0,0,0,0,0,847,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,288,1709,1363,1642,381,138,204,117,1240,659,373,1029,1185,0,175,709,0,0,1008,0,539,377,0,0,0,0,1192,0,439,0,0,0,143,0,2054,118,0,11,0,0,0,0,256,59,0,0,1449,0,756,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,1410,0,1005,381,0,87,0,0,308,0,1373,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0
Grunguiestooth,439,0,980,4177,4361,0,0,0,584,1905,0,735,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,2008,100,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,5,0,0,120,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,1726,0,93,310,89,0,0,0,101,0,0,80,109,0,41,1794,0,0,0,119,37,0,0,0,0,5,0,0,34,4,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,340,0,0,62,0,0,0,0,10,0,0,3210,41,0,135,0,292,0,272,0,0,0,5,0,0,216,40,0,0,0,0,179,0,0,0,0,0,0,0,536,0,0,0,0,0,2182,0,0,0,0,0,0,0,0,101,0
kettchup,283,2783,529,1558,1100,679,924,613,0,1693,398,1180,888,0,419,0,0,0,151,0,0,0,0,0,0,0,0,0,2609,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,87,239,143,1180,373,1640,211,3472,0,316,324,790,550,0,158,453,0,512,542,0,0,0,0,0,0,0,0,0,497,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,1100,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,1616,0,0,0,0,0,0,0,0,0,0
zamir503,955,652,821,3631,444,971,337,605,448,1031,1201,1096,1772,0,430,194,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,0,1170,0,0,477,259,3645,1159,3814,233,4735,1631,238,1017,155,256,0,0,0,0,0,0,239,0,0,0,0,231,0,0,0,3187,0,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,1459,0,0,0,2384,270,0,0,0,1191,0,0,1402,0,321,0,173,0,280,119,0,0,76,0,0,0,713,0,2572,0,0,302,2255,160,0,0,0,119,0,0,0,153,0,0,0
Xan42,830,0,0,0,2923,0,0,0,991,0,1855,797,278,0,450,0,129,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,0,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,551,0,263,411,86,0,0,0,202,0,134,325,73,367,75,1411,17,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1823,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,127,0,0,0,356,143,0,0,317,0,11,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
propfeds,213,402,1046,657,320,332,191,169,533,334,1266,324,238,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,728,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,644,0,1035,0,1870,644,0,553,1070,0,1434,179,1411,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,515,0,0,0,493,0,2080,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198838531525,320,970,270,452,1537,805,361,401,0,718,636,784,1740,0,546,185,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,1460,374,0,0,371,321,1059,2346,1694,642,1127,2415,161,640,234,0,0,0,0,2903,0,0,0,0,0,0,0,4714,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SakuraPython,846,812,219,784,737,1030,432,820,1452,624,1440,1807,1514,0,464,0,0,0,0,0,413,0,0,0,0,0,0,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,426,0,0,0,0,0,484,0,0,0,0,0,389,0,235,0,0,0,0,0,366,0,0,0,0,0,0,0,156,0,0,721,1801,158,329,2150,556,235,735,2446,1860,1894,1332,1182,321,384,0,0,0,0,0,677,0,0,0,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,420,0,0,0,0,151,1150,0,1216,83,0,0,0,113,964,0,0,0,0,0,315,0,343,0,0,0,0,0,436,0,0,0,0,0,0,0,62,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0
Stertin,362,267,182,190,0,276,0,0,289,552,0,111,424,0,140,0,0,0,0,0,95,0,0,0,0,0,0,0,72,38,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,509,3197,4897,2397,0,0,708,0,0,0,1830,0,1026,2728,0,0,0,0,1127,0,0,0,0,0,0,0,3272,81,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,3051,0,0,0,0,0,0,0,0,0,1419,33,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0
노알라,270,1878,831,597,1172,1999,895,2092,298,693,436,725,369,0,308,0,127,0,0,0,0,0,0,0,0,0,0,0,3889,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,297,0,725,0,3664,2740,3791,1840,642,0,913,1684,632,311,1243,0,151,0,0,0,0,0,0,0,0,0,0,0,2397,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,91,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikan,482,969,451,751,864,0,1231,402,728,488,0,435,534,0,274,0,0,0,0,0,354,0,0,0,0,0,75,0,1091,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,472,0,695,0,2908,0,810,2407,515,56,0,63,423,499,201,0,0,0,0,0,401,0,0,0,0,0,79,0,1554,69,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumin,756,3851,881,642,2915,1205,1390,1215,384,1737,428,1949,879,0,513,254,0,0,0,0,408,0,0,0,0,0,0,0,1063,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,734,0,1178,4895,3488,500,917,1641,1089,0,97,2765,572,435,854,140,246,127,0,0,394,0,0,0,0,0,0,221,3263,0,58,82,0,0,853,0,0,0,0,0,0,0,1955,0,0,136,0,0,1418,0,0,0,0,0,0,136,0,0,0,0,0,0,784,0,0,0,0,0,0,627,0,0,0,242,0,0,694,0,0,0,0,0,0,0,0,0,0,113,0,0,126,0,0,0,0,0,0,0,0,0,0
Ray,391,927,535,433,2314,1183,2993,633,87,434,259,429,588,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,861,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,534,4401,1011,0,0,748,3028,475,438,2333,641,2320,2078,0,1170,0,0,126,0,0,542,0,0,0,0,0,0,0,3622,0,0,0,1507,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,4351,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,33,0,0,0,0,0
floppa gaming,133,0,196,359,2451,0,0,0,0,128,0,617,937,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,307,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,80,0,235,464,1944,0,0,0,2564,66,0,499,2319,131,521,0,0,0,0,0,0,0,0,0,0,0,0,0,3821,0,0,0,0,0,2408,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,0,0,0,0,0,1628,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Missingno,751,530,0,289,195,441,234,0,657,306,828,292,201,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,382,43,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,17,0,0,57,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,12,0,0,0,0,2013,0,4498,2604,0,836,0,0,1145,0,1893,0,117,0,0,0,0,0,0,0,0,0,0,52,0,0,256,0,1745,56,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,0,105,0,0,577,0,0,84,0,0,0,0,2064,0,0,1173,0,0,0,0,0,0,0,0,0,0,127,0,0,37,0,0,184,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263739,682,323,98,676,186,295,271,262,0,445,953,981,768,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,2866,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,543,91,0,99,0,0,0,0,0,0,0,0,0,0,138,83,0,0,0,0,0,0,0,0,0,0,0,0,349,33,0,0,0,0,0,0,0,0,0,0,0,1538,0,276,0,2459,507,3042,1924,3107,0,878,1672,2796,0,0,0,0,0,953,167,0,0,0,0,0,0,0,0,1805,0,0,0,439,51,2469,0,0,0,0,0,0,0,0,0,0,0,1129,42,0,414,0,0,0,0,0,0,0,0,0,0,918,93,2862,0,0,0,0,0,0,0,0,0,0,0,265,12,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0
Théotime,450,0,1272,291,253,1005,3149,1505,0,193,0,197,1721,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,718,0,0,0,0,0,525,46,0,0,0,0,0,0,127,0,0,0,0,0,40,0,0,0,0,0,22,0,680,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,1338,3213,0,290,365,457,1585,921,3521,2294,1715,0,321,4092,344,203,1487,0,452,0,0,165,397,0,320,0,752,0,0,129,1058,0,114,66,0,0,85,70,96,0,24,0,0,246,1224,243,1260,406,46,34,218,25,31,79,715,74,0,655,4054,0,1006,600,0,0,267,138,31,0,2031,193,0,712,1971,133,1825,156,0,0,413,0,732,0,0,0,0,0,834,140,1106,0,76,0,0,0,0,0,396,0,0
Jaster,150,333,241,2847,411,212,282,135,138,537,204,591,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,0,998,0,0,1581,0,3600,1737,0,2772,0,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlassesHAL,966,0,1203,650,0,346,837,0,0,359,1270,633,1377,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,899,165,331,32,2266,0,3688,86,45,251,1689,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,988,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,4775,0,1489,0,0,0,0,0,0,0,0,0,0,0,2182,0,1993,0,0,0,0,0,0,0,0,0,0,0,69,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
RUNES,882,599,578,607,322,429,277,543,433,378,0,249,595,0,240,0,0,0,0,0,235,0,0,0,0,0,0,0,859,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,1757,0,797,4557,2598,149,866,657,2404,2014,3095,595,841,0,777,0,0,0,0,0,1083,0,0,0,0,0,0,0,4355,0,0,0,0,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,1016,0,1179,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0
ID:76561198271064894,633,0,911,997,983,1869,633,575,616,2270,1462,1378,803,0,512,226,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,1049,174,472,372,0,809,769,678,212,0,1900,299,971,461,672,126,199,0,0,0,0,0,0,0,0,0,0,0,4192,0,0,74,0,0,1739,0,0,0,0,0,0,0,0,0,0,120,0,0,2181,0,0,0,0,0,0,0,3375,0,0,0,2316,0,1662,486,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0
Nananora,488,0,1450,105,177,323,0,0,0,390,247,195,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1941,0,1414,4019,4451,1934,0,0,4870,0,2105,334,1051,0,4719,0,0,0,1036,0,0,0,0,0,0,0,0,0,4378,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,2281,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0
shazoum,365,606,977,436,702,933,1684,435,326,464,933,388,1783,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,438,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,876,333,1483,419,2270,898,2195,4105,1887,2664,1015,805,2523,0,662,599,0,0,0,0,1335,0,0,0,0,0,0,0,2871,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,4668,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,75,0,146,0,0,33,0,0,0,0,0,0,0,0
UwU,535,543,132,2672,437,0,0,0,450,0,299,702,443,0,193,0,0,0,0,26,0,0,0,0,0,0,0,0,353,0,0,0,66,0,194,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,47,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1503,0,51,0,4140,0,0,0,1287,0,865,303,1816,136,605,0,427,0,0,28,0,0,0,0,0,0,0,0,4393,0,0,0,711,0,1508,0,0,0,0,0,0,0,0,0,0,0,3021,55,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,258,0,0,0,0,0,0,71,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quan_neng,1715,0,860,2418,0,2000,1783,1473,1203,4117,1427,1920,2371,0,0,0,0,0,0,51,145,0,0,0,0,0,141,0,2271,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,159,0,191,145,1882,486,152,453,84,1189,57,507,165,0,390,2179,0,517,0,70,99,0,0,0,0,0,87,0,1129,172,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,90,117,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,213,161,0,0,0,0,0,0,0,0,0,0,0,65,0,149,0,0,0,0,0,0,0,0,0,0
ARCHIELOVER69,630,484,1345,382,940,0,0,0,322,294,607,1367,77,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,1816,0,1346,84,0,4117,1146,0,130,68,554,0,1724,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,1157,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0
KayOh,0,110,516,179,87,137,136,201,0,333,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4492,0,1287,0,3863,1990,0,0,4460,0,4840,0,3355,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,2539,0,0,636,0,0,0,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,3488,0,0,0,0,0,2928,0,0,0,0,0,0,0,0,0,0
깜찍 순심,1697,3611,663,1522,1963,652,1505,580,746,1552,2045,2060,241,0,381,0,120,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,30,0,0,0,0,0,0,47,0,0,0,0,0,0,0,818,0,501,0,0,958,1526,774,950,3505,2345,2102,1824,639,610,1582,61,0,0,0,0,0,0,100,0,0,1091,0,3333,157,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,673,0,891,0,0,0,0,0,125,25,0,2821,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
